AL, D1, 2010080106, 01, CARQ, -24,  86N,  332W,  20,    0, DB,  34, AAA,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP03,  72, 226N,  616W,  18, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP03,  78, 225N,  631W,  17, 1014, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP03,  84, 222N,  648W,  14, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP04,   0, 100N,  362W,  19, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP04,   6, 100N,  370W,  13, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP04,  12, 101N,  370W,  10, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP04,  18, 116N,  378W,  19, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP04,  24, 116N,  398W,  20, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP04,  30, 121N,  428W,  23, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP05,   0, 106N,  357W,  22, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP05,   6, 109N,  362W,  18, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP05,  12, 116N,  369W,  22, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP05,  18, 123N,  383W,  22, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP05,  24, 126N,  406W,  22, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP05,  30, 133N,  433W,  24, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP06,   0, 107N,  350W,  18, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP06,   6, 105N,  359W,  17, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP07,   0, 107N,  352W,  18, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP07,   6, 108N,  357W,  18, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP07,  12, 113N,  372W,  21, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP07,  18, 117N,  394W,  22, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP07,  24, 125N,  413W,  23, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP07,  30, 132N,  438W,  22, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP07,  36, 131N,  459W,  26, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP07,  42, 135N,  485W,  26, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP07,  48, 140N,  509W,  26, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP07,  54, 156N,  527W,  28, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP07,  60, 165N,  551W,  30, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP07,  66, 178N,  572W,  29, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP07,  72, 184N,  599W,  19, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP08,   0,  97N,  365W,  19, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP08,   6,  91N,  374W,  13, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP08,  12,  89N,  385W,  10, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP09,   0, 105N,  361W,  23, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP09,   6, 107N,  367W,  20, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP09,  12, 111N,  377W,  19, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP09,  18, 118N,  397W,  20, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP09,  24, 121N,  419W,  24, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP09,  30, 129N,  438W,  27, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP09,  36, 133N,  463W,  27, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP09,  42, 140N,  486W,  29, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP09,  48, 151N,  511W,  29, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP09,  54, 161N,  537W,  30, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP09,  60, 170N,  562W,  28, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP09,  66, 183N,  591W,  25, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP09,  72, 192N,  612W,  12, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP09,  78, 198N,  619W,  15, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP09,  84, 206N,  626W,  15, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP09,  90, 217N,  641W,  13, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP09,  96, 220N,  648W,  16, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP09, 102, 239N,  649W,  20, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP09, 108, 259N,  661W,  16, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP09, 114, 283N,  663W,  22, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP09, 120, 291N,  669W,  18, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP09, 126, 294N,  667W,  16, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP09, 132, 303N,  665W,  17, 1014, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP09, 138, 307N,  665W,  16, 1014, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP09, 144, 320N,  661W,  18, 1016, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP09, 150, 329N,  654W,  16, 1016, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP09, 156, 326N,  650W,  16, 1016, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP09, 162, 330N,  651W,  15, 1017, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP10,   0,  99N,  366W,  19, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP10,   6, 101N,  380W,  11, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP11,   0, 109N,  349W,  19, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP11,   6, 108N,  357W,  19, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP11,  12, 112N,  364W,  21, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP11,  18, 117N,  380W,  21, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP11,  24, 120N,  400W,  23, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP11,  30, 130N,  420W,  28, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP11,  36, 131N,  446W,  27, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP11,  42, 139N,  469W,  28, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP11,  48, 149N,  493W,  27, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP11,  54, 166N,  515W,  27, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP11,  60, 175N,  539W,  29, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP11,  66, 183N,  564W,  30, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP11,  72, 193N,  585W,  28, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP11,  78, 202N,  601W,  24, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP11,  84, 215N,  617W,  26, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP11,  90, 225N,  639W,  22, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP11,  96, 226N,  656W,  17, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP12,   0, 103N,  358W,  23, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP12,   6, 106N,  366W,  19, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP12,  12, 109N,  374W,  20, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP12,  18, 119N,  390W,  22, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP12,  24, 122N,  417W,  21, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP12,  30, 127N,  435W,  25, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP13,   0,  99N,  373W,  19, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP13,   6, 102N,  379W,  14, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP13,  12, 107N,  383W,  16, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP13,  18, 113N,  397W,  15, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP13,  24, 119N,  417W,  19, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP13,  30, 126N,  431W,  25, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP13,  36, 135N,  451W,  28, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP13,  42, 140N,  476W,  28, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP13,  48, 156N,  500W,  31, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP13,  54, 165N,  524W,  28, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP13,  60, 175N,  548W,  30, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP13,  66, 185N,  575W,  25, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP13,  72, 189N,  595W,  19, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP13,  78, 208N,  605W,  24, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP13,  84, 223N,  617W,  23, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP13,  90, 231N,  631W,  24, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP13,  96, 245N,  640W,  26, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP13, 102, 262N,  644W,  25, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP13, 108, 271N,  643W,  24, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP13, 114, 280N,  650W,  22, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP13, 120, 284N,  648W,  23, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP13, 126, 290N,  650W,  15, 1014, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP13, 132, 296N,  649W,  19, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP13, 138, 301N,  649W,  20, 1014, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP13, 144, 308N,  642W,  17, 1014, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP13, 150, 309N,  642W,  16, 1014, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP13, 156, 311N,  641W,  19, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP13, 162, 318N,  641W,  21, 1015, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP13, 168, 325N,  638W,  21, 1015, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP13, 174, 330N,  637W,  22, 1015, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP13, 180, 339N,  638W,  23, 1014, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP13, 186, 338N,  628W,  23, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP13, 192, 340N,  623W,  22, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP13, 198, 346N,  616W,  24, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP14,   0, 103N,  361W,  22, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP14,   6, 105N,  371W,  17, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP14,  12, 112N,  372W,  17, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP14,  18, 116N,  390W,  19, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP14,  24, 121N,  409W,  19, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP14,  30, 129N,  428W,  25, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP14,  36, 135N,  457W,  27, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP15,   0, 106N,  349W,  18, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP15,   6, 110N,  356W,  18, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP15,  12, 113N,  366W,  21, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP15,  18, 117N,  385W,  23, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP15,  24, 117N,  408W,  24, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP15,  30, 119N,  425W,  24, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP15,  36, 122N,  449W,  25, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP16,   0,  99N,  362W,  18, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP16,   6, 100N,  367W,  12, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP16,  12, 103N,  371W,  19, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP16,  18, 109N,  383W,  20, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP16,  24, 120N,  405W,  22, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP16,  30, 129N,  432W,  24, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP17,   0,  95N,  375W,  15, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP17,   6,  98N,  391W,  11, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP17,  12,  91N,  411W,  14, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP17,  18,  85N,  430W,  13, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP18,   0, 103N,  354W,  19, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP18,   6, 105N,  353W,  16, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP18,  12, 106N,  364W,  20, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP18,  18, 118N,  382W,  21, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP18,  24, 124N,  408W,  23, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP18,  30, 131N,  431W,  26, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP18,  36, 137N,  453W,  29, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP18,  42, 144N,  474W,  31, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP18,  48, 155N,  503W,  31, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP18,  54, 164N,  527W,  28, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP18,  60, 176N,  557W,  28, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP18,  66, 186N,  577W,  28, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP18,  72, 195N,  597W,  22, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP18,  78, 202N,  607W,  19, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP18,  84, 213N,  624W,  19, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP18,  90, 220N,  644W,  16, 1014, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP18,  96, 225N,  660W,  12, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP18, 102, 226N,  668W,  15, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP19,   0, 102N,  351W,  20, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP19,   6, 110N,  356W,  18, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP19,  12, 110N,  365W,  22, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP19,  18, 119N,  380W,  22, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP19,  24, 121N,  401W,  23, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP19,  30, 131N,  422W,  26, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP19,  36, 132N,  451W,  30, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP19,  42, 144N,  471W,  31, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP19,  48, 155N,  502W,  31, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP19,  54, 167N,  527W,  31, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP19,  60, 175N,  552W,  31, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP19,  66, 183N,  579W,  30, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP19,  72, 189N,  599W,  20, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP19,  78, 204N,  617W,  24, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP19,  84, 211N,  634W,  21, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP19,  90, 222N,  645W,  22, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP19,  96, 222N,  662W,  16, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP19, 102, 229N,  673W,  19, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP19, 108, 239N,  672W,  19, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP19, 114, 247N,  689W,  17, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP19, 120, 264N,  691W,  20, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP19, 126, 271N,  695W,  18, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP19, 132, 281N,  697W,  19, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP19, 138, 291N,  705W,  16, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP19, 144, 303N,  706W,  19, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP19, 150, 313N,  694W,  18, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP20,   0, 101N,  359W,  15, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP20,   6,  98N,  370W,   9, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP20,  12, 103N,  376W,  12, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP20,  18, 113N,  396W,  18, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP20,  24, 113N,  413W,  22, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AP20,  30, 111N,  430W,  19, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AVNO,   0, 106N,  357W,  20, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AVNO,   6, 111N,  359W,  19, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AVNO,  12, 115N,  372W,  23, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AVNO,  18, 121N,  389W,  22, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AVNO,  24, 120N,  408W,  24, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AVNO,  30, 130N,  431W,  28, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AVNO,  36, 138N,  453W,  32, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AVNO,  42, 146N,  474W,  34, 1012, XX,  34, NEQ,  100,    0,    0,    0, 
AL, D1, 2010080118, 03, AVNO,  48, 154N,  495W,  38, 1010, XX,  34, NEQ,   80,    0,    0,   68, 
AL, D1, 2010080118, 03, AVNO,  54, 160N,  516W,  38, 1011, XX,  34, NEQ,   87,    0,    0,    0, 
AL, D1, 2010080118, 03, AVNO,  60, 166N,  537W,  38, 1009, XX,  34, NEQ,  112,    0,    0,    0, 
AL, D1, 2010080118, 03, AVNO,  66, 175N,  556W,  41, 1011, XX,  34, NEQ,  115,    0,    0,    0, 
AL, D1, 2010080118, 03, AVNO,  72, 184N,  574W,  38, 1009, XX,  34, NEQ,  119,    0,    0,   69, 
AL, D1, 2010080118, 03, AVNO,  78, 193N,  588W,  41, 1011, XX,  34, NEQ,  109,  101,    0,   77, 
AL, D1, 2010080118, 03, AVNO,  84, 200N,  604W,  44, 1008, XX,  34, NEQ,  114,   83,    0,   72, 
AL, D1, 2010080118, 03, AVNO,  90, 206N,  615W,  45, 1010, XX,  34, NEQ,  104,   88,    0,   58, 
AL, D1, 2010080118, 03, AVNO,  96, 214N,  624W,  44, 1008, XX,  34, NEQ,  117,   85,    0,   69, 
AL, D1, 2010080118, 03, AVNO, 102, 223N,  634W,  52, 1009, XX,  34, NEQ,  112,  107,    0,   73, 
AL, D1, 2010080118, 03, AVNO, 102, 223N,  634W,  52, 1009, XX,  50, NEQ,   57,    0,    0,    0, 
AL, D1, 2010080118, 03, AVNO, 108, 229N,  646W,  43, 1008, XX,  34, NEQ,  113,    0,    0,   69, 
AL, D1, 2010080118, 03, AVNO, 114, 237N,  654W,  38, 1010, XX,  34, NEQ,   79,   59,    0,    0, 
AL, D1, 2010080118, 03, AVNO, 120, 245N,  661W,  39, 1010, XX,  34, NEQ,   82,    0,    0,    0, 
AL, D1, 2010080118, 03, AVNO, 126, 250N,  667W,  39, 1010, XX,  34, NEQ,  107,   94,    0,   62, 
AL, D1, 2010080118, 03, AVNO, 132, 255N,  677W,  39, 1008, XX,  34, NEQ,  106,    0,    0,   63, 
AL, D1, 2010080118, 03, AVNO, 138, 258N,  685W,  36, 1009, XX,  34, NEQ,   81,    0,    0,    0, 
AL, D1, 2010080118, 03, AVNO, 144, 262N,  690W,  34, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AVNO, 150, 264N,  692W,  34, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AVNO, 156, 268N,  696W,  31, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AVNO, 162, 274N,  696W,  33, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010080118, 03, AVNO, 168, 280N,  696W,  37, 1008, XX,  34, NEQ,   81,   69,    0,    0, 
