AL, C3, 2010080600, 01, CARQ, -24, 115N,  367W,  20,    0, DB,  34, AAA,    0,    0,    0,    0, 
AL, C3, 2010080900, 03, AP09, 216, 610N,  318W,  41,  988, XX,  50, NEQ,    0,    0,    0,  306, 
AL, C3, 2010080900, 03, AP09, 222, 621N,  307W,  32,  988, XX,  34, NEQ,  329,    0,  322,  295, 
AL, C3, 2010080900, 03, AP09, 228, 631N,  296W,  41,  990, XX,  34, NEQ,  337,    0,  308,  237, 
AL, C3, 2010080900, 03, AP09, 228, 631N,  296W,  41,  990, XX,  50, NEQ,  238,    0,    0,    0, 
AL, C3, 2010080900, 03, AP09, 234, 640N,  291W,  43,  991, XX,  34, NEQ,  645,    0,    0,  185, 
AL, C3, 2010080900, 03, AP09, 240, 640N,  289W,  44,  994, XX,  34, NEQ,  344,    0,    0,  182, 
AL, C3, 2010080900, 03, AP10,   0, 223N,  452W,  22, 1014, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080900, 03, AP10,   6, 226N,  465W,  22, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080900, 03, AP10,  12, 229N,  472W,  23, 1014, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080900, 03, AP10,  18, 231N,  482W,  19, 1014, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080900, 03, AP10,  24, 231N,  498W,  19, 1014, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080900, 03, AP10,  30, 237N,  505W,  18, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080900, 03, AP10,  36, 242N,  515W,  17, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080900, 03, AP10,  42, 249N,  519W,  16, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080900, 03, AP10,  48, 253N,  523W,  15, 1014, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080900, 03, AP10,  54, 259N,  528W,  15, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080900, 03, AP10,  60, 266N,  530W,  15, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080900, 03, AP10,  66, 277N,  527W,  19, 1014, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080900, 03, AP10,  72, 286N,  522W,  17, 1014, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080900, 03, AP10,  78, 294N,  522W,  19, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080900, 03, AP10,  84, 304N,  520W,  18, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080900, 03, AP10,  90, 316N,  512W,  17, 1014, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080900, 03, AP10,  96, 324N,  502W,  19, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080900, 03, AP10, 102, 337N,  497W,  18, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080900, 03, AP10, 108, 351N,  484W,  20, 1014, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080900, 03, AP10, 114, 358N,  470W,  22, 1015, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080900, 03, AP10, 120, 370N,  459W,  17, 1018, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080900, 03, AP10, 126, 380N,  448W,  19, 1016, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080900, 03, AP10, 132, 381N,  426W,  17, 1018, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080900, 03, AP10, 138, 380N,  411W,  17, 1016, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080900, 03, AP10, 144, 381N,  395W,  16, 1016, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080900, 03, AP11,   0, 214N,  464W,  24, 1015, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080900, 03, AP11,   6, 218N,  477W,  26, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080900, 03, AP11,  12, 220N,  488W,  26, 1014, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080900, 03, AP11,  18, 220N,  499W,  23, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080900, 03, AP11,  24, 227N,  507W,  22, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080900, 03, AP11,  30, 231N,  517W,  23, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080900, 03, AP11,  36, 241N,  524W,  22, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080900, 03, AP11,  42, 250N,  527W,  22, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080900, 03, AP11,  48, 254N,  529W,  23, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080900, 03, AP11,  54, 260N,  533W,  22, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080900, 03, AP11,  60, 269N,  529W,  21, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080900, 03, AP11,  66, 280N,  524W,  23, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080900, 03, AP11,  72, 290N,  514W,  23, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080900, 03, AP11,  78, 297N,  509W,  26, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080900, 03, AP11,  84, 307N,  501W,  25, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080900, 03, AP11,  90, 314N,  490W,  24, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080900, 03, AP11,  96, 322N,  477W,  24, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080900, 03, AP11, 102, 330N,  468W,  26, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080900, 03, AP11, 108, 340N,  457W,  27, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080900, 03, AP11, 114, 350N,  439W,  26, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080900, 03, AP11, 120, 359N,  425W,  23, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080900, 03, AP11, 126, 370N,  409W,  27, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080900, 03, AP11, 132, 380N,  392W,  28, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080900, 03, AP11, 138, 391N,  373W,  30, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080900, 03, AP11, 144, 397N,  359W,  31, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080900, 03, AP11, 150, 404N,  349W,  34, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080900, 03, AP11, 156, 412N,  343W,  35, 1009, XX,  34, NEQ,  115,  155,    0,    0, 
AL, C3, 2010080900, 03, AP11, 162, 425N,  342W,  36, 1008, XX,  34, NEQ,  144,  145,    0,    0, 
AL, C3, 2010080900, 03, AP11, 168, 443N,  338W,  37, 1009, XX,  34, NEQ,  132,  126,    0,    0, 
AL, C3, 2010080900, 03, AP11, 174, 457N,  338W,  40, 1008, XX,  34, NEQ,  128,  192,    0,    0, 
AL, C3, 2010080900, 03, AP11, 180, 466N,  339W,  36, 1010, XX,  34, NEQ,  128,    0,    0,   53, 
AL, C3, 2010080900, 03, AP11, 186, 468N,  336W,  34, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080900, 03, AP11, 192, 470N,  334W,  30, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080900, 03, AP11, 198, 475N,  332W,  31, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080900, 03, AP11, 204, 479N,  328W,  31, 1016, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080900, 03, AP11, 210, 479N,  321W,  32, 1014, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080900, 03, AP11, 216, 475N,  312W,  26, 1014, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080900, 03, AP11, 222, 475N,  309W,  28, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080900, 03, AP11, 228, 476N,  299W,  25, 1015, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080900, 03, AP11, 234, 468N,  287W,  25, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080900, 03, AP12,   0, 227N,  456W,  19, 1014, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080900, 03, AP12,   6, 228N,  467W,  17, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080900, 03, AP12,  12, 232N,  474W,  17, 1015, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080900, 03, AP13,   0, 220N,  462W,  18, 1014, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080900, 03, AP13,   6, 225N,  476W,  20, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080900, 03, AP13,  12, 228N,  486W,  19, 1014, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080900, 03, AP13,  18, 233N,  498W,  14, 1014, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080900, 03, AP13,  24, 233N,  510W,  14, 1015, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080900, 03, AP13,  30, 240N,  520W,  15, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080900, 03, AP13,  36, 254N,  526W,  20, 1014, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080900, 03, AP13,  42, 267N,  529W,  19, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080900, 03, AP13,  48, 278N,  526W,  21, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080900, 03, AP13,  54, 284N,  527W,  20, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080900, 03, AP13,  60, 300N,  519W,  26, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080900, 03, AP13,  66, 310N,  519W,  27, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080900, 03, AP13,  72, 319N,  517W,  24, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080900, 03, AP13,  78, 327N,  512W,  26, 1006, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080900, 03, AP13,  84, 336N,  502W,  27, 1006, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080900, 03, AP13,  90, 344N,  489W,  28, 1006, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080900, 03, AP13,  96, 357N,  475W,  28, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080900, 03, AP13, 102, 372N,  462W,  28, 1006, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080900, 03, AP13, 108, 388N,  450W,  30, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080900, 03, AP13, 114, 399N,  433W,  29, 1006, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080900, 03, AP13, 120, 410N,  418W,  29, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080900, 03, AP13, 126, 421N,  402W,  31, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080900, 03, AP13, 132, 437N,  393W,  34, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080900, 03, AP13, 138, 452N,  382W,  35, 1004, XX,  34, NEQ,    0,  136,    0,    0, 
AL, C3, 2010080900, 03, AP13, 144, 474N,  377W,  39, 1003, XX,  34, NEQ,  154,  210,    0,    0, 
AL, C3, 2010080900, 03, AP13, 150, 501N,  376W,  40, 1000, XX,  34, NEQ,  149,  231,    0,    0, 
AL, C3, 2010080900, 03, AP13, 156, 531N,  383W,  39, 1001, XX,  34, NEQ,  231,  275,    0,    0, 
AL, C3, 2010080900, 03, AP14,   0, 232N,  460W,  24, 1014, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080900, 03, AP14,   6, 236N,  471W,  25, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080900, 03, AP14,  12, 239N,  482W,  26, 1014, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080900, 03, AP14,  18, 247N,  493W,  25, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080900, 03, AP14,  24, 248N,  502W,  23, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080900, 03, AP14,  30, 257N,  512W,  22, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080900, 03, AP14,  36, 263N,  520W,  22, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080900, 03, AP14,  42, 271N,  524W,  20, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080900, 03, AP14,  48, 277N,  525W,  22, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080900, 03, AP14,  54, 283N,  527W,  23, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080900, 03, AP14,  60, 292N,  527W,  25, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080900, 03, AP14,  66, 301N,  523W,  24, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080900, 03, AP14,  72, 310N,  516W,  23, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080900, 03, AP14,  78, 317N,  506W,  26, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080900, 03, AP14,  84, 324N,  496W,  30, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080900, 03, AP14,  90, 334N,  481W,  30, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080900, 03, AP14,  96, 343N,  466W,  27, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080900, 03, AP14, 102, 352N,  452W,  28, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080900, 03, AP14, 108, 361N,  435W,  27, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080900, 03, AP14, 114, 371N,  417W,  26, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080900, 03, AP14, 120, 381N,  400W,  24, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080900, 03, AP14, 126, 384N,  383W,  23, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080900, 03, AP14, 132, 388N,  363W,  24, 1014, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080900, 03, AP15,   0, 220N,  460W,  18, 1015, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080900, 03, AP15,   6, 220N,  471W,  16, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080900, 03, AP15,  12, 228N,  482W,  15, 1015, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080900, 03, AP15,  18, 232N,  489W,  16, 1015, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080900, 03, AP15,  24, 239N,  498W,  14, 1016, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080900, 03, AP15,  30, 242N,  502W,  15, 1014, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080900, 03, AP15,  36, 250N,  507W,  15, 1014, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080900, 03, AP15,  42, 267N,  508W,  16, 1014, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080900, 03, AP15,  48, 289N,  521W,  19, 1015, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080900, 03, AP15,  54, 290N,  527W,  17, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080900, 03, AP15,  60, 298N,  528W,  18, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080900, 03, AP15,  66, 304N,  528W,  17, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080900, 03, AP15,  72, 313N,  526W,  16, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080900, 03, AP15,  78, 321N,  522W,  16, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080900, 03, AP15,  84, 335N,  520W,  18, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080900, 03, AP15,  90, 348N,  512W,  18, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080900, 03, AP15,  96, 351N,  500W,  17, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080900, 03, AP15, 102, 350N,  487W,  15, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080900, 03, AP15, 108, 343N,  480W,  16, 1014, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080900, 03, AP15, 114, 348N,  470W,  16, 1014, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080900, 03, AP16,   0, 222N,  458W,  24, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080900, 03, AP16,   6, 224N,  467W,  26, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080900, 03, AP16,  12, 229N,  479W,  27, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080900, 03, AP16,  18, 231N,  491W,  24, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080900, 03, AP16,  24, 238N,  501W,  25, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080900, 03, AP16,  30, 242N,  511W,  22, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080900, 03, AP16,  36, 250N,  520W,  25, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080900, 03, AP16,  42, 259N,  527W,  22, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080900, 03, AP16,  48, 265N,  529W,  23, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080900, 03, AP16,  54, 270N,  530W,  23, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080900, 03, AP16,  60, 279N,  530W,  25, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080900, 03, AP16,  66, 288N,  528W,  25, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080900, 03, AP16,  72, 295N,  523W,  27, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080900, 03, AP16,  78, 302N,  518W,  30, 1004, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080900, 03, AP16,  84, 311N,  509W,  33, 1005, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080900, 03, AP16,  90, 321N,  499W,  34, 1004, XX,  34, NEQ,    0,  136,  128,    0, 
AL, C3, 2010080900, 03, AP16,  96, 332N,  485W,  33, 1006, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080900, 03, AP16, 102, 342N,  471W,  36, 1003, XX,  34, NEQ,    0,  125,    0,    0, 
AL, C3, 2010080900, 03, AP16, 108, 355N,  455W,  37, 1005, XX,  34, NEQ,    0,  119,    0,    0, 
AL, C3, 2010080900, 03, AP16, 114, 371N,  439W,  38, 1004, XX,  34, NEQ,    0,  163,    0,    0, 
AL, C3, 2010080900, 03, AP16, 120, 387N,  418W,  40, 1005, XX,  34, NEQ,    0,  135,  124,    0, 
AL, C3, 2010080900, 03, AP16, 126, 400N,  398W,  38, 1004, XX,  34, NEQ,    0,  160,  129,    0, 
AL, C3, 2010080900, 03, AP16, 132, 411N,  375W,  39, 1004, XX,  34, NEQ,    0,  147,  130,    0, 
AL, C3, 2010080900, 03, AP16, 138, 425N,  357W,  40, 1002, XX,  34, NEQ,    0,  151,  105,    0, 
AL, C3, 2010080900, 03, AP16, 144, 438N,  342W,  37, 1004, XX,  34, NEQ,  140,  130,    0,    0, 
AL, C3, 2010080900, 03, AP16, 150, 448N,  330W,  39, 1002, XX,  34, NEQ,  131,  136,    0,    0, 
AL, C3, 2010080900, 03, AP16, 156, 458N,  322W,  39, 1005, XX,  34, NEQ,  179,  183,    0,    0, 
AL, C3, 2010080900, 03, AP16, 162, 471N,  317W,  39, 1005, XX,  34, NEQ,  159,  204,    0,    0, 
AL, C3, 2010080900, 03, AP16, 168, 491N,  315W,  42, 1006, XX,  34, NEQ,  149,  189,    0,    0, 
AL, C3, 2010080900, 03, AP16, 174, 525N,  317W,  42, 1004, XX,  34, NEQ,  141,  302,    0,    0, 
AL, C3, 2010080900, 03, AP16, 180, 554N,  309W,  38, 1004, XX,  34, NEQ,  170,  281,    0,    0, 
AL, C3, 2010080900, 03, AP16, 186, 586N,  306W,  34, 1001, XX,  34, NEQ,  176,  261,    0,    0, 
AL, C3, 2010080900, 03, AP16, 192, 608N,  313W,  27, 1002, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080900, 03, AP16, 198, 623N,  320W,  27,  999, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080900, 03, AP16, 204, 635N,  319W,  39,  998, XX,  34, NEQ,  242,    0,    0,  158, 
AL, C3, 2010080900, 03, AP16, 210, 640N,  329W,  44,  996, XX,  34, NEQ,  324,    0,    0,  134, 
AL, C3, 2010080900, 03, AP16, 216, 636N,  328W,  44,  998, XX,  34, NEQ,  339,    0,    0,  153, 
AL, C3, 2010080900, 03, AP16, 222, 633N,  316W,  41,  999, XX,  34, NEQ,  338,    0,    0,  172, 
AL, C3, 2010080900, 03, AP16, 228, 631N,  300W,  37, 1002, XX,  34, NEQ,  343,    0,    0,  190, 
AL, C3, 2010080900, 03, AP16, 234, 633N,  277W,  38, 1003, XX,  34, NEQ,  239,    0,    0,  171, 
AL, C3, 2010080900, 03, AP16, 240, 635N,  254W,  33, 1006, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080900, 03, AP17,   0, 220N,  465W,  20, 1014, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080900, 03, AP17,   6, 210N,  471W,  22, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080900, 03, AP17,  12, 218N,  483W,  24, 1014, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080900, 03, AP17,  18, 223N,  496W,  22, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080900, 03, AP17,  24, 228N,  506W,  22, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080900, 03, AP17,  30, 231N,  519W,  21, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080900, 03, AP17,  36, 239N,  527W,  18, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080900, 03, AP17,  42, 249N,  532W,  18, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080900, 03, AP17,  48, 256N,  532W,  17, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080900, 03, AP17,  54, 262N,  534W,  17, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080900, 03, AP17,  60, 278N,  522W,  23, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080900, 03, AP17,  66, 290N,  515W,  27, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080900, 03, AP17,  72, 294N,  512W,  23, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080900, 03, AP17,  78, 299N,  509W,  22, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080900, 03, AP17,  84, 306N,  502W,  24, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080900, 03, AP17,  90, 313N,  495W,  24, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080900, 03, AP17,  96, 321N,  484W,  25, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080900, 03, AP17, 102, 330N,  476W,  25, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080900, 03, AP17, 108, 341N,  463W,  27, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080900, 03, AP17, 114, 359N,  450W,  27, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080900, 03, AP17, 120, 375N,  433W,  24, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080900, 03, AP17, 126, 392N,  415W,  27, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080900, 03, AP17, 132, 410N,  405W,  30, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080900, 03, AP17, 138, 420N,  392W,  35, 1004, XX,  34, NEQ,    0,  101,    0,    0, 
AL, C3, 2010080900, 03, AP17, 144, 431N,  390W,  36, 1005, XX,  34, NEQ,    0,  136,    0,    0, 
AL, C3, 2010080900, 03, AP17, 150, 445N,  391W,  36, 1002, XX,  34, NEQ,  137,  180,    0,    0, 
AL, C3, 2010080900, 03, AP17, 156, 461N,  392W,  42, 1003, XX,  34, NEQ,  145,  177,    0,    0, 
AL, C3, 2010080900, 03, AP17, 162, 483N,  400W,  42, 1003, XX,  34, NEQ,  164,  214,    0,    0, 
AL, C3, 2010080900, 03, AP17, 168, 509N,  402W,  43, 1007, XX,  34, NEQ,  163,  170,    0,    0, 
AL, C3, 2010080900, 03, AP17, 174, 540N,  408W,  43, 1007, XX,  34, NEQ,    0,  214,    0,    0, 
AL, C3, 2010080900, 03, AP17, 180, 567N,  420W,  37, 1009, XX,  34, NEQ,  166,  226,    0,    0, 
AL, C3, 2010080900, 03, AP17, 186, 584N,  427W,  30, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080900, 03, AP18,   0, 218N,  466W,  23, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080900, 03, AP18,   6, 222N,  479W,  23, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080900, 03, AP18,  12, 228N,  489W,  24, 1014, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080900, 03, AP18,  18, 231N,  499W,  20, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080900, 03, AP18,  24, 236N,  506W,  22, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080900, 03, AP18,  30, 241N,  516W,  19, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080900, 03, AP18,  36, 249N,  522W,  22, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080900, 03, AP18,  42, 259N,  525W,  21, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
